Id,NAME,ADDRESS,CITY,STATE,ZIP,LAT,LON,PHONE,REVENUE,UTILIZATION,NPI
9fd71acd-3535-353d-975f-ed7dbf5f9961,CORNERSTONE FAMILY MEDICINE  INC.,250 GREEN ST,GARDNER,MA,1440,42.586896550000006,-71.98672640006858,9786690199,0.0,55,1619966421
e93b27a8-6507-3595-84a5-f899ce23a72d,HOLY FAMILY MEDICAL SPECIALTY PRACTICE PLLC,70 EAST STREET,NORTH ANDOVER,MA,18456144,42.6839894,-71.1127065,9786872273,0.0,7458,1922553486
2b84e56e-08b4-3078-b3ea-4d159208e065,HORIZONS HEALTH & WELLNESS LLC,1029 PLEASANT ST,BRIDGEWATER,MA,23242301,41.9718173,-71.00937893001648,7815859522,0.0,7679,1467837963
4ffa4412-1493-3beb-b8f0-6614dde953a4,SOUTHCOAST HOSPITAL GROUP  INC,363 HIGHLAND AVENUE,WAREHAM,MA,25715011,41.745636,-70.658192,5086793131,0.0,124,1922024835
ede4a423-6258-3ef5-b5ba-0fa6bb579563,COMMUNITY HEALTH CONNECTIONS,326 NICHOLS ROAD,FITCHBURG,MA,14205478,42.5974358,-71.80761197366103,9788788100,0.0,968,1811149586
69eae27b-7445-3652-bd34-b535abe0b011,MANET COMMUNITY HEALTH CENTER  INC.,9 BICKNELL ST,QUINCY,MA,21696003,42.252227399999995,-70.96584679278924,6174714715,0.0,11488,1891731956
dd9914b0-9491-3330-a890-d34e95e497ea,CHILD & FAMILY SERVICES  INC.,1061 PLEASANT ST,NEW BEDFORD,MA,27406728,41.64280275,-70.92865004309593,5089968572,0.0,7903,1205813540
4c1a8ea6-b690-3c28-a02e-ebd82190ee65,SOUTH COVE COMMUNITY HEALTH CENTER  INC,885 WASHINGTON ST,BOSTON,MA,21111415,42.3479909,-71.064924,6174827555,0.0,720,1700801263
b6eeaaf7-1683-3bcb-b6ee-81ce304636ef,MELROSEWAKEFIELD HEALTHCARE  INC,170 GOVERNORS AVE,MELROSE,MA,21763225,42.4564323,-71.064182,7819793050,0.0,1482,1891835351
1c42af32-f17e-32ec-b007-4ff8e2de493e,GOOD SAMARITAN MEDICAL CENTER,235 NORTH PEARL STREET,STOUGHTON,MA,20723396,42.1004556,-71.0668392,5084273000,0.0,71,1881906337
ed5fc1f7-0ecb-3973-a5fc-89f80c6f5c9f,CORNERSTONE FAMILY PRACTICE,303 C HAVERHILL STREET,ROWLEY,MA,19692101,42.704962,-70.90837,9789483902,0.0,1035,1023005493
12dc66ee-e2c7-3d5a-892e-157ff1d47f32,HENRY HEYWOOD MEMORIAL HOSPITAL,242 GREEN ST,WINCHENDON,MA,14751820,42.68061,-72.060691,9786323420,0.0,6,1205823879
65eda534-1bdc-3192-8d02-1c3764447790,PERSONAL PHYSICIANS HEALTHCARE PC,1244 BOYLSTON ST,CHESTNUT HILL,MA,24672115,42.3214927,-71.1711481,6177310058,0.0,9508,1942405782
d613e441-68e8-3502-8adb-3f770a1276bf,PALMER FAMILY SERVICES LLC,114 WATER ST,MILFORD,MA,17573007,42.13661855,-71.53474614336832,5084782008,0.0,31573,1063613560
de29a374-221b-3cb4-8051-a02c1a35e5b7,FAMILY MEDICINE ASSOCIATES OF SOUTH ATTLEBORO  P.C.,562 WASHINGTON ST,SOUTH ATTLEBORO,MA,27036942,41.91289205,-71.36135809627689,5087615650,0.0,152,1750309431
b03b624d-c939-3688-986d-9555b8009a3b,HOLYOKE HEALTH CENTER INC,230 MAPLE ST,HOLYOKE,MA,10405144,42.207406,-72.608419,4134202122,0.0,20908,1740271022
ff6d901b-6850-378b-87d0-97a8c499aa43,ADVANTAGE HEALTH & WELLNESS INC,935 WASHINGTON ST,NORWOOD,MA,20623411,42.18396765,-71.2037844209652,7817696791,0.0,869,1407144454
ea153d0a-9ccc-3769-9a25-934b417071b7,NEW ENGLAND FAMILY HEALTH LLC,463 WORCESTER RD,FRAMINGHAM,MA,17015354,42.3095704,-71.4413097,5082150015,0.0,5914,1790990463
d3085315-9893-34c7-8889-3a31dc17c2b0,WALPOLE MEDICAL CENTER  PC,1428 MAIN ST STE 7,WALPOLE,MA,20811729,42.1325911,-71.2618886,5086686600,0.0,34429,1174052351
ace1ac31-036a-38fd-b451-b3b87157c717,BOSTON HEALTH CARE FOR THE HOMELESS PROGRAM INC,170 MORTON ST,BOSTON,MA,21303735,42.299067750000006,-71.10124351911541,6179830351,0.0,4470,1962645572
18061fd5-fda8-3e2d-87f0-0f3c87211bcc,CAMBRIDGE PUBLIC HEALTH COMMISSION,1493 CAMBRIDGE ST,SOMERVILLE,MA,21431408,42.3875968,-71.0994968,6176651000,0.0,949,1447348313
1faab3d1-2ae5-3110-8e5f-c65b92ca906d,FAIRVIEW HOSPITAL,29 LEWIS AVE,GREAT BARRINGTON,MA,12301713,42.19093125,-73.3715000043024,4135280790,0.0,7,1174689467
c64c848c-0315-3115-87fa-80c360bb6a73,FENWAY COMMUNITY HEALTH CENTER  INC,142 BERKELEY ST,BOSTON,MA,21164608,42.3489076,-71.0721378,6172477555,0.0,5366,1982995197
2d368a24-7410-3be2-ab17-da96581aabad,WEST SUBURBAN INTERNISTS INC,65 WALNUT ST.,WELLESLEY,MA,24812188,42.32473045,-71.25364984557581,7812373395,0.0,714,1225130248
20e0567a-b9bf-3dd8-92b3-6a61b5628069,TUFTS MEDICAL CENTER EP LLC,800 WASHINGTON ST,BOSTON,MA,21111552,42.349439700000005,-71.06308467518953,6176364721,0.0,455,1609015262
7e97f720-f99d-3402-98a4-a144aaa5bd01,COMMUNITY HEALTH CENTER OF CAPE COD  INC.,210 JONES RD,FALMOUTH,MA,25402974,41.5614958,-70.6117407224321,5084777090,0.0,1894,1285836080
811cc811-0061-341c-a719-9ba7ef8dc699,ISLAND HEALTH INC.,245 VINEYARD HAVEN-EDGARTOWN ROAD,EDGARTOWN,MA,25396941,41.395500350000006,-70.5300948008162,5089399358,0.0,18000,1316077464
d17688c1-9cc8-3e68-980f-82fe1ed685fe,MINDFUL MEDICAL CARE PC,100 TEATICKET HWY,TEATICKET,MA,25365678,41.56361395,-70.59806084770075,6037599413,0.0,324,1093103087
084b19be-a78e-3626-b156-a50134fa7fe2,DIAMOND EDGE HEALTHCARE  LLC,10 RESEARCH PL STE 202,NORTH CHELMSFORD,MA,18632439,42.6389798,-71.3828403,9782751390,0.0,851,1265049514
acffdfa8-1383-3929-8c99-e73969491439,BRIGHAM AND WOMEN'S FAULKNER HOSPITAL  INC.,1153 CENTRE ST,BOSTON,MA,21303446,42.3017598,-71.12855793387442,6179837470,0.0,361,1033121025
ca2937a1-8877-31a2-9d38-561bd300b3e3,BOSTON HEALTH CARE FOR THE HOMELESS PROGRAM INC,780 ALBANY STREET,BOSTON,MA,21182755,42.33364525,-71.07279114401811,8576541000,0.0,637,1033157771
45ce6eff-535b-37e2-bed3-1946200aa03f,WORCESTER RECOVERY CENTER AND HOSPITAL,309 BELMONT STREET,WORCESTER,MA,16041059,42.280233499999994,-71.7694812367883,5087524681,0.0,55,1306903042
1e11392b-1278-3e70-93cd-f396cbd0c265,VHS ACQUISITION SUBSIDIARY NUMBER 9  INC.,115 LINCOLN ST,NATICK,MA,17607700,42.2843753,-71.3441395,5086507000,0.0,2097,1700858560
6cf8a214-8d57-3267-85e5-7719e15cd63e,LEMUEL SHATTUCK HOSPITAL,170 MORTON STREET,JAMAICA PLAIN,MA,21303735,42.299067750000006,-71.10124351911541,6175228110,0.0,1623,1568532273
4bc0cc09-77e5-37f5-844d-64a6637cae54,WESTERN MASSACHUSETTS HOSPITAL,91 EAST MOUNTAIN ROAD,WESTFIELD,MA,10851801,42.110743549999995,-72.70066160206358,4135624131,0.0,27,1437216132
b4e81d20-a3d6-39db-8b04-bcc4ab5de7b2,EDWARD M KENNEDY COMMUNITY HEALTH CENTER INC,354 WAVERLY ST,FRAMINGHAM,MA,17027079,42.276938650000005,-71.41386787587439,5083700113,0.0,3922,1154600344
0fedae9f-701f-3317-9b2f-69aea2202cdc,BOSTON MEDICAL CENTER CORPORATION-,88 EAST NEWTON STREET,WINTHROP,MA,21522715,42.3750976,-70.982827,6176388000,0.0,3388,1346218294
9043e647-568d-3e87-9fc0-756a416392d3,INTERNAL MEDICINE PHYSICIANS OF THE NORTH SHORE,27 CENTENNIAL DR,PEABODY,MA,1960,42.52388415,-70.9519832,9785317677,0.0,2915,1851498166
4b7c1695-a178-3e03-8651-51acfd3b8372,DOCTORS JAMES AND KELLY HOYE PARTNERS IN FAMILY CARE,600 OLD SOMERSET AVE,NORTH DIGHTON,MA,27641824,41.86399,-71.1244904,5088247557,0.0,1881,1053379123
a3327df4-d092-350b-b551-e60c82076c9a,WEST BROOKFIELD FAMILY PRACTICE,46 NORTH MAIN ST,W BROOKFIELD,MA,15853232,42.23754835,-72.13791547215251,5088678977,0.0,30,1205032463
aade280a-3b90-3e48-9648-91109a964a63,AP MEDICAL LLC,909 SUMNER ST,DARTMOUTH,MA,27473826,41.6332267,-70.9879928,5089715190,0.0,847,1558937656
981338c4-287c-3621-bc45-8b0b9f1b8922,DR. HE'S PRIMARY CARE FOR ADULTS INC,640 BOLTON ST,MARLBOROUGH,MA,17523999,42.3658183,-71.55914630258509,5084810200,0.0,57,1083928394
e59fb2d5-508c-38c6-af2e-21d8216dd2b0,BAYSTATE MEDICAL CENTER,759 CHESTNUT ST,WARE,MA,10821625,42.256476,-72.237482,4137940000,0.0,89,1487655064
1e8b3677-a601-3afa-8a48-a978d873c271,BOSTON HEALTH CARE FOR THE HOMELESS PROGRAM INC,444 HARRISON AVE,BOSTON,MA,21182404,42.3432437,-71.0644988,8576541850,0.0,1127,1205080348
84de2bcf-1b1a-3ce2-9f6d-9e0cb34991f6,VANTAGE HEALTHCARE LLC,45 DAN RD,WELLESLEY,MA,24813503,42.2964859,-71.2925571,7818672050,0.0,3090,1366903551
ecadbc11-930c-3903-b706-f8ef4bc9089e,PRIMARY CARE ASSOCIATES LLC,780 CHESTNUT ST,SPRINGFIELD,MA,11031109,42.1211633,-72.60614164702717,4137872800,0.0,7808,1922070341
0f9d1260-db33-3483-b2b6-5483cfcb739c,ENHANCED MEDICAL CARE  LLC,361 WOODWARD ST,WABAN,MA,24682027,42.326011949999994,-71.2254251580706,6177774080,0.0,4911,1952525867
980d9bfa-a344-3bff-8c02-232dd0e8fd34,EDEN HOME HEALTH CARE LLC,100 TRADE CENTER SUITE G-700,WOBURN,MA,18011851,42.4792618,-71.1522766,7812025401,0.0,9367,1538526207
f480acd0-7ef1-350d-aae6-d8e7d53ace57,MANET COMMUNITY HEALTH CENTER  INC.,1193 SEA ST,QUINCY,MA,21693544,42.26883395,-70.95264075087945,6174718683,0.0,17793,1376574103
440fa4b8-c731-3cf5-81d9-aa3f30a37b95,LAHEY HOSPITAL & MEDICAL CENTER  BURLINGTON,41 & 45 MALL ROAD,PEABODY,MA,19602901,42.5278731,-70.9286609,7817445100,0.0,389,1558392563
0fab3c4e-a028-39a6-b15a-be5a88b6aa2a,ENCOMPASS HEALTH REHAB HOSPITAL OF WESTERN MASS,222 STATE STREET,LUDLOW,MA,10563437,42.15547415,-72.47222226666076,4135897581,0.0,1542,1912971854
3b021cb6-4745-3d9d-8436-230055f770bd,BETH ISRAEL DEACONESS HOSPITAL-NEEDHAM  INC.,148 CHESTNUT ST,NEEDHAM,MA,24943238,42.27728075,-71.23665362814043,7814533000,0.0,690,1205893450
7b95b4ab-5bb6-3abc-b0e5-02689f84228d,READING INTERNAL MEDICINE ASSOCIATES INC,20 POND MEADOW DR,READING,MA,18673261,42.5166455,-71.09917578750729,7819440040,0.0,1912,1063635456
86880e58-8753-3c63-b057-33781df70528,WELLNESS WITH LANEY LLC,49 SAMOSET AVE,HULL,MA,20452512,42.2810432,-70.8703157542509,4133451564,0.0,550,1649932377
36705572-6b8a-337d-9d01-be1087ce4650,INTERNAL MEDICINE AND PREVENTIVE CARE PC,233 WINTHROP ST,TAUNTON,MA,27804428,41.89112605,-71.11254102062864,5088800070,0.0,1045,1013961689
34f0b10a-5e29-31de-a75e-e0bb03c0c0d4,WESTON PRIMARY CARE  PC,56 COLPITTS RD,WESTON,MA,24931568,42.36610065,-71.3036759,7818910906,0.0,47018,1982885083
e9a24be5-b0a3-3fd2-a606-dd13498024ea,NORTON HEALTH CARE PC,85 E MAIN ST STE A,NORTON,MA,27662307,41.971697,-71.17689334021827,5089301927,0.0,10808,1881015337
545ea18f-060c-389b-98f8-b6943979c207,PRIMARY CARE PHYSICIAN NORTH PC,6 ESSEX CENTER DR STE 201,PEABODY,MA,19602906,42.539944,-70.950156,9785584050,0.0,745,1902363294
57e4e5fa-d68d-3caa-a5ad-37beb1b51207,STEWARD NORWOOD HOSPITAL INC,800 WASHINGTON ST,NORWOOD,MA,20623487,42.1886973,-71.2005241,7812784120,0.0,1117,1851809776
c92cc255-6778-3307-8092-987d667be4ce,SALEM FAMILY HEALTH CENTER,89 FOSTER ST,PEABODY,MA,19608925,42.5278731,-70.9286609,9785324903,0.0,4232,1124373022
00ffb204-07b4-3c72-a678-fa252e6cf86c,BEDFORD-LEXINGTON INTERNAL MEDICINE  PC,450 BEDFORD ST,LEXINGTON,MA,2420,42.47370735,-71.25090005,7812746274,0.0,8220,1750495974
ad82d624-72eb-3c7d-a76d-79f2668d1390,WOODLAND INTERNISTS  P.C.,3 WOODLAND RD,STONEHAM,MA,21801711,42.4524431,-71.08939988105112,7816627990,0.0,20534,1144544370
70a26106-6797-39f8-83e6-6bcf212b99ad,CEDAR STREET FAMILY CLINIC INC,340 MAIN ST,WORCESTER,MA,16081601,42.53616075,-71.74831883675786,5087521331,0.0,1743,1326092537
b8421363-9807-3b16-a146-95336eea5cfb,COOLEY DICKINSON HOSPITAL INC,30 LOCUST ST,NORTHAMPTON,MA,10602052,42.33032115,-72.65330802608176,4135822000,0.0,6575,1871512814
24460683-f514-37ef-98c1-724b2fc9aa2a,THE COMMONWEALTH OF MASSACHUSETTS,60 HODGES AVE,TAUNTON,MA,27803034,41.91158935,-71.10129620180315,5089773110,0.0,21,1922101724
f964d209-adbb-3f11-80ce-5687e587363a,CT-FAMILY CARE SERVICES LLC,155 MAPLE ST,SPRINGFIELD,MA,11051828,42.1004364,-72.57897095,8604328862,0.0,1028,1174868442
e854f053-5621-31fa-afa1-29040b0d7466,MATTAPAN COMMUNITY HEALTH CENTER  INC.,1575 BLUE HILL AVE,BOSTON,MA,21262122,42.2698727,-71.0940406,6172960061,0.0,3410,1942869342
752c7570-1637-36cf-8b74-03ea3acfa98c,HILLTOWN COMMUNITY HEALTH CENTERS INC,12 LITTLEVILLE RD,HUNTINGTON,MA,10509761,42.257603957277915,-72.87133712317558,4136670142,0.0,152,1942655881
1563fcb4-76a9-3ea4-863d-e276f38b9b3e,GREATER LAWRENCE FAMILY HEALTH CENTER INC,700 ESSEX STREET,LAWRENCE,MA,18414396,42.7020708,-71.17231,9786892400,0.0,3272,1760695878
b8e724d5-b999-3029-8a2d-ad30fbd0b9ce,BROCKTON NEIGHBORHOOD HEALTH CENTER  INC,63 MAIN ST,BROCKTON,MA,23014042,42.084598840000005,-71.01995972,5085596699,0.0,4969,1225085319
901c2d40-1ca3-3879-9a20-c663b8adc0a9,TUFTS MEDICAL CENTER,800 WASHINGTON STREET,STONEHAM,MA,21802445,42.4863168,-71.0928919,6176365000,0.0,4661,1730132515
6170552c-4d27-3e64-8068-64a380f1837d,WP ACQUISITION SUB LLC,76 SUMMER ST,HAVERHILL,MA,18305814,42.7786873,-71.07306505177553,6158616000,0.0,129,1023580479
e6cc6043-299a-3581-8f6b-b3b5d62c46ae,CARING HEALTH CENTER  INC,532 SUMNER AVE,SPRINGFIELD,MA,11082458,42.08631583333334,-72.55792579166666,4137391100,0.0,20926,1396062394
b9e35b8a-9831-32d8-a6dc-d7a546c126b0,VIBRA HOSPITAL OF WESTERN MASS - CENTRAL CAMPUS,111 HUNTOON MEMORIAL HIGHWAY  1ST FLOOR,SPRINGFIELD,MA,11092550,42.1018764,-72.5886727,4137876700,0.0,1130,1588009039
7a75decf-7d3f-3b0d-8c2b-3abf0a8c7f58,NEW ENGLAND PROFESSIONAL HOME HEALTH CARE LLC,169 LIBERTY ST,MIDDLETON,MA,19491003,42.61522605,-71.0144865346162,(978) 406-1327,0.0,7418,1487163697
18df2721-3f76-3f83-94d5-63597cedd298,CURAHEALTH STOUGHTON LLC,909 SUMNER ST,STOUGHTON,MA,20723396,42.1005097,-71.0830269025407,7812978200,0.0,824,1053762484
b1965e0b-9ef4-3e96-bad6-cb88ea7e7324,MARTHA'S VINEYARD HOSPITAL INC,1 HOSPITAL RD,OAK BLUFFS,MA,25571406,41.46063105,-70.57989080295974,5086930410,0.0,4550,1508413725
38508743-50d1-3429-8fe2-37e42ddaf20e,BAYSTATE FRANKLIN MEDICAL CENTER,164 HIGH ST,GREENFIELD,MA,13012778,42.595268700000005,-72.59288632376354,4137730211,0.0,3476,1508867391
2f735290-1603-31b5-b561-7c8e0d413170,BL HEALTHCARE INC DELEWARE,100 FOXBOROUGH BLVD STE 230,FOXBOROUGH,MA,20352878,42.041851949999995,-71.23486657070565,5085434150,0.0,511,1356940621
6b2e5b97-70f6-3219-8c99-86de138e6808,PARTNERS IN INTERNAL MEDICINE PC,123 SUMMER ST,WORCESTER,MA,1608,42.26496835,-71.79655403681465,5083637300,0.0,2494,1588680946
328f813e-4de8-3ec2-a113-43f3ddfb0b2a,DILIGENCEHEALTHCARE,30-40 WESTPARK STREET,BROCKTON,MA,23015241,42.0834335,-71.0183787,8574539843,0.0,19238,1518420124
dd3307db-114c-3f11-be44-a9eef6bb3fc5,LYNN COMMUNITY HEALTH,269 UNION STREET,LYNN,MA,19011201,42.4652772,-70.94362420273097,7815962502,0.0,17616,1013997691
1d87bbfa-19aa-3128-adca-420ff8d5a12a,BERKSHIRE FAMILY AND INDIVIDUAL RESOURCES INC,771 CHURCH ST,NORTH ADAMS,MA,12474109,42.680927100000005,-73.09950699822534,4136649382,0.0,8756,1245361476
f2068cee-c75c-321d-9b2c-c33535db89c9,CARING HEALTHCARE SERVICES LLC,32 BOSSI AVE,RANDOLPH,MA,23682002,42.20017865,-71.0582074,6172300787,0.0,20734,1124599055
ab7d1a51-1c58-37f8-94fc-e5d55eae38c1,LAWRENCE FAMILY DOCTORS LLC,101 AMESBURY ST,LAWRENCE,MA,18401311,42.70904,-71.16393,9786881919,0.0,1033,1295853927
357e489c-304e-3495-8354-62e85b5896b5,NORTH SHORE PREVENTIVE HEALTH CARE PC,75 HERRICK ST,BEVERLY,MA,19155900,42.56305785,-70.87604053437136,9785028850,0.0,734,1255691556
15d4c950-4691-3996-b4c4-bf06bfb58ff7,HOLY FAMILY HOSPITAL,70 EAST ST,METHUEN,MA,18445883,42.7285558,-71.16833738237946,9786870151,0.0,2586,1033421664
655f2a4f-419c-39d3-8ed6-6c4117eb7e32,NORTH READING INTERNAL MEDICINE PC,21 MAIN ST,NORTH READING,MA,18641326,42.56697195,-71.10799861135133,9782760100,0.0,8664,1700016276
5018c664-e283-30eb-932a-529d9a19b3b5,FIRST PSYCHIATRIC PLANNERS  INC,300 SOUTH ST,WOBURN,MA,18014979,42.473347,-71.144086,6174690300,0.0,723,1093714412
